personid,male,yr_married,edu,noedu,primary,hs,degree,edcat,yrmove1,agewhenmoved1,upmove1,downmove1,neutralmove1,provcape,provkzn,provgaufree,provref,endjob1_1,endjob1_2,endjob1_3,endjob1_4,endjob1_5,totlifeyrs,calyear,event,spell,dspell2,dspell3,dspell4,dspell5,dspell6,dspell7,dspell8more,duration,dur1,dur2,dur3,dur4,dur5_6,dur7_8,dur9_10,dur11up,dur2_down,dur2_neut,dur2_ejob1_1,dur2_ejob1_2,dur2_ejob1_3,dur2_ejob1_4,dur3_down,dur3_neut,dur3_ejob1_1,dur3_ejob1_2,dur3_ejob1_3,dur3_ejob1_4,dur4_down,dur4_neut,dur4_ejob1_1,dur4_ejob1_2,dur4_ejob1_3,dur4_ejob1_4,dur5_6_down,dur5_6_neut,dur5_6_ejob1_1,dur5_6_ejob1_2,dur5_6_ejob1_3,dur5_6_ejob1_4,dur7_8_down,dur7_8_neut,dur7_8_ejob1_1,dur7_8_ejob1_2,dur7_8_ejob1_3,dur7_8_ejob1_4,dur9_10_down,dur9_10_neut,dur9_10_ejob1_1,dur9_10_ejob1_2,dur9_10_ejob1_3,dur9_10_ejob1_4,dur11up_down,dur11up_neut,dur11up_ejob1_1,dur11up_ejob1_2,dur11up_ejob1_3,dur11up_ejob1_4,censor,priormove,province,urbanplace,yrpre1976,yrpre1986,yrpre1994,yrpost1994,age,lagage,mrg_event,mrg_status,hs_byyr,degree_byyr
171,0,9999,13,0,0,0,1,3,1985,17,0,0,1,1,0,0,0,0,0,0,0,1,15,1999,0,6,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,31,28,0,0,0,0
171,0,9999,13,0,0,0,1,3,1985,17,0,0,1,1,0,0,0,0,0,0,0,1,15,2000,0,6,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,32,28,0,0,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1979,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,36,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1980,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,37,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1981,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,38,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1982,0,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,39,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1983,0,2,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,40,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1984,0,2,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,41,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1985,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,42,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1986,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,43,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1987,0,2,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,44,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1988,0,2,1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,45,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1989,0,2,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,46,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1990,0,2,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,47,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1991,0,2,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,48,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1992,0,2,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,49,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1993,0,2,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,50,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1994,0,2,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,51,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1995,0,2,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,52,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1996,0,2,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,53,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1997,0,2,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,54,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1998,0,2,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,55,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,1999,0,2,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,56,35,0,1,0,0
174,0,1972,0,1,0,0,0,0,1978,35,0,0,1,1,0,0,0,0,0,0,0,1,22,2000,0,2,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,1,57,35,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1969,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,1,0,0,0,19,18,0,0,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1970,1,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,20,18,0,0,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1971,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,21,20,0,0,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1972,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,22,21,0,0,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1973,0,4,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,23,21,0,0,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1974,0,4,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,24,21,0,0,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1975,1,4,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,25,21,0,0,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1976,1,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,1,0,0,26,25,0,0,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1977,0,6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,1,0,0,27,26,0,0,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1978,1,6,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,28,26,1,0,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1979,0,7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,29,28,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1980,0,7,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,30,28,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1981,0,7,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,31,28,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1982,0,7,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,32,28,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1983,0,7,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,33,28,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1984,0,7,0,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,34,28,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1985,1,7,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,35,28,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1986,0,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,36,35,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1987,0,8,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,37,35,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1988,0,8,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,38,35,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1989,0,8,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,39,35,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1990,0,8,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,40,35,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1991,0,8,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,41,35,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1992,1,8,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,0,42,35,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1993,0,9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,0,43,42,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1994,0,9,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,44,42,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1995,0,9,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,45,42,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1996,0,9,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,46,42,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1997,0,9,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,47,42,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1998,0,9,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,48,42,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,1999,0,9,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,49,42,0,1,0,0
177,1,1978,8,0,0,1,0,2,1968,18,1,0,0,0,0,1,0,0,0,1,0,0,32,2000,0,9,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,1,50,42,0,1,0,0
178,0,9999,12,0,0,1,0,2,1998,20,0,0,1,1,0,0,0,0,0,0,0,1,2,1999,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,21,20,0,0,0,0
178,0,9999,12,0,0,1,0,2,1998,20,0,0,1,1,0,0,0,0,0,0,0,1,2,2000,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,22,20,0,0,0,0
182,0,9999,12,0,0,1,0,2,1992,15,0,0,1,1,0,0,0,0,0,0,0,1,8,1993,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,16,15,0,0,1,0
182,0,9999,12,0,0,1,0,2,1992,15,0,0,1,1,0,0,0,0,0,0,0,1,8,1994,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,17,15,0,0,0,0
182,0,9999,12,0,0,1,0,2,1992,15,0,0,1,1,0,0,0,0,0,0,0,1,8,1995,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,18,15,0,0,0,0
182,0,9999,12,0,0,1,0,2,1992,15,0,0,1,1,0,0,0,0,0,0,0,1,8,1996,0,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,19,15,0,0,0,0
182,0,9999,12,0,0,1,0,2,1992,15,0,0,1,1,0,0,0,0,0,0,0,1,8,1997,1,2,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,20,15,0,0,0,0
182,0,9999,12,0,0,1,0,2,1992,15,0,0,1,1,0,0,0,0,0,0,0,1,8,1998,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,21,20,0,0,0,0
182,0,9999,12,0,0,1,0,2,1992,15,0,0,1,1,0,0,0,0,0,0,0,1,8,1999,1,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,22,21,0,0,0,0
182,0,9999,12,0,0,1,0,2,1992,15,0,0,1,1,0,0,0,0,0,0,0,1,8,2000,0,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,23,22,0,0,0,0
