personid,male,yr_married,edu,noedu,primary,hs,degree,edcat,yrmove1,agewhenmoved1,upmove1,downmove1,neutralmove1,provcape,provkzn,provgaufree,provref,endjob1_1,endjob1_2,endjob1_3,endjob1_4,endjob1_5,totlifeyrs,calyear,event,spell,dspell2,dspell3,dspell4,dspell5,dspell6,dspell7,dspell8more,duration,dur1,dur2,dur3,dur4,dur5_6,dur7_8,dur9_10,dur11up,dur2_down,dur2_neut,dur2_ejob1_1,dur2_ejob1_2,dur2_ejob1_3,dur2_ejob1_4,dur3_down,dur3_neut,dur3_ejob1_1,dur3_ejob1_2,dur3_ejob1_3,dur3_ejob1_4,dur4_down,dur4_neut,dur4_ejob1_1,dur4_ejob1_2,dur4_ejob1_3,dur4_ejob1_4,dur5_6_down,dur5_6_neut,dur5_6_ejob1_1,dur5_6_ejob1_2,dur5_6_ejob1_3,dur5_6_ejob1_4,dur7_8_down,dur7_8_neut,dur7_8_ejob1_1,dur7_8_ejob1_2,dur7_8_ejob1_3,dur7_8_ejob1_4,dur9_10_down,dur9_10_neut,dur9_10_ejob1_1,dur9_10_ejob1_2,dur9_10_ejob1_3,dur9_10_ejob1_4,dur11up_down,dur11up_neut,dur11up_ejob1_1,dur11up_ejob1_2,dur11up_ejob1_3,dur11up_ejob1_4,censor,priormove,province,urbanplace,yrpre1976,yrpre1986,yrpre1994,yrpost1994,age,lagage,mrg_event,mrg_status,hs_byyr,degree_byyr
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1983,0,2,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,21,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1984,0,2,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,22,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1985,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,23,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1986,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,24,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1987,0,2,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,25,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1988,0,2,1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,26,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1989,0,2,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,27,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1990,0,2,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,28,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1991,0,2,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,29,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1992,0,2,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,30,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1993,0,2,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,31,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1994,0,2,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,32,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1995,0,2,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,33,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1996,0,2,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,34,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1997,0,2,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,35,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1998,0,2,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,36,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,1999,0,2,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,37,16,0,1,0,0
880,0,1981,11,0,0,1,0,2,1978,16,0,0,1,0,1,0,0,0,0,0,0,1,22,2000,0,2,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,1,38,16,0,1,0,0
882,0,9999,7,0,1,0,0,1,1999,18,0,0,1,0,1,0,0,0,0,0,0,1,1,2000,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,19,18,0,0,0,0
884,1,9999,9,0,0,1,0,2,1995,25,0,0,1,0,1,0,0,0,0,0,0,1,5,1996,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,26,25,0,0,0,0
884,1,9999,9,0,0,1,0,2,1995,25,0,0,1,0,1,0,0,0,0,0,0,1,5,1997,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,27,25,0,0,0,0
884,1,9999,9,0,0,1,0,2,1995,25,0,0,1,0,1,0,0,0,0,0,0,1,5,1998,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,28,25,0,0,0,0
884,1,9999,9,0,0,1,0,2,1995,25,0,0,1,0,1,0,0,0,0,0,0,1,5,1999,0,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,29,25,0,0,0,0
884,1,9999,9,0,0,1,0,2,1995,25,0,0,1,0,1,0,0,0,0,0,0,1,5,2000,0,2,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,30,25,0,0,0,0
885,0,9999,7,0,1,0,0,1,1992,26,0,0,1,0,1,0,0,0,0,0,1,0,8,1993,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,27,26,0,0,0,0
885,0,9999,7,0,1,0,0,1,1992,26,0,0,1,0,1,0,0,0,0,0,1,0,8,1994,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,28,26,0,0,0,0
885,0,9999,7,0,1,0,0,1,1992,26,0,0,1,0,1,0,0,0,0,0,1,0,8,1995,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,29,26,0,0,0,0
885,0,9999,7,0,1,0,0,1,1992,26,0,0,1,0,1,0,0,0,0,0,1,0,8,1996,0,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,30,26,0,0,0,0
885,0,9999,7,0,1,0,0,1,1992,26,0,0,1,0,1,0,0,0,0,0,1,0,8,1997,0,2,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,31,26,0,0,0,0
885,0,9999,7,0,1,0,0,1,1992,26,0,0,1,0,1,0,0,0,0,0,1,0,8,1998,0,2,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,32,26,0,0,0,0
885,0,9999,7,0,1,0,0,1,1992,26,0,0,1,0,1,0,0,0,0,0,1,0,8,1999,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,33,26,0,0,0,0
885,0,9999,7,0,1,0,0,1,1992,26,0,0,1,0,1,0,0,0,0,0,1,0,8,2000,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,34,26,0,0,0,0
887,1,1993,12,0,0,1,0,2,1992,26,1,0,0,0,1,0,0,0,0,1,0,0,8,1993,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,0,27,26,1,0,0,0
887,1,1993,12,0,0,1,0,2,1992,26,1,0,0,0,1,0,0,0,0,1,0,0,8,1994,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,28,26,0,1,0,0
887,1,1993,12,0,0,1,0,2,1992,26,1,0,0,0,1,0,0,0,0,1,0,0,8,1995,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,29,26,0,1,0,0
887,1,1993,12,0,0,1,0,2,1992,26,1,0,0,0,1,0,0,0,0,1,0,0,8,1996,0,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,30,26,0,1,0,0
887,1,1993,12,0,0,1,0,2,1992,26,1,0,0,0,1,0,0,0,0,1,0,0,8,1997,0,2,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,31,26,0,1,0,0
887,1,1993,12,0,0,1,0,2,1992,26,1,0,0,0,1,0,0,0,0,1,0,0,8,1998,0,2,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,32,26,0,1,0,0
887,1,1993,12,0,0,1,0,2,1992,26,1,0,0,0,1,0,0,0,0,1,0,0,8,1999,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,33,26,0,1,0,0
887,1,1993,12,0,0,1,0,2,1992,26,1,0,0,0,1,0,0,0,0,1,0,0,8,2000,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,1,34,26,0,1,0,0
888,1,9999,12,0,0,1,0,2,1999,29,1,0,0,0,1,0,0,0,0,1,0,0,1,2000,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,1,30,29,0,0,0,0
889,0,1992,0,1,0,0,0,0,1993,24,0,0,1,0,1,0,0,0,0,0,1,0,7,1994,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,25,24,0,1,0,0
889,0,1992,0,1,0,0,0,0,1993,24,0,0,1,0,1,0,0,0,0,0,1,0,7,1995,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,26,24,0,1,0,0
889,0,1992,0,1,0,0,0,0,1993,24,0,0,1,0,1,0,0,0,0,0,1,0,7,1996,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,27,24,0,1,0,0
889,0,1992,0,1,0,0,0,0,1993,24,0,0,1,0,1,0,0,0,0,0,1,0,7,1997,0,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,28,24,0,1,0,0
889,0,1992,0,1,0,0,0,0,1993,24,0,0,1,0,1,0,0,0,0,0,1,0,7,1998,0,2,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,29,24,0,1,0,0
889,0,1992,0,1,0,0,0,0,1993,24,0,0,1,0,1,0,0,0,0,0,1,0,7,1999,0,2,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,30,24,0,1,0,0
889,0,1992,0,1,0,0,0,0,1993,24,0,0,1,0,1,0,0,0,0,0,1,0,7,2000,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,31,24,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1981,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,21,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1982,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,22,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1983,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,23,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1984,0,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,24,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1985,0,2,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,25,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1986,0,2,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,0,26,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1987,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,0,27,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1988,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,1,0,28,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1989,0,2,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,0,0,1,0,29,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1990,0,2,1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,0,0,1,0,30,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1991,0,2,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,0,1,0,31,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1992,0,2,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,0,1,0,32,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1993,0,2,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,0,1,0,33,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1994,0,2,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,0,0,1,34,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1995,0,2,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,0,0,1,35,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1996,0,2,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,0,0,1,36,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1997,0,2,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,0,0,1,37,20,0,1,0,0
890,1,1978,5,0,1,0,0,1,1980,20,1,0,0,0,1,0,0,0,0,1,0,0,20,1998,0,2,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,0,0,1,38,20,0,1,0,0
