v0303,v0304,v0331,v0332,v0333,v0336,v0341,v0342,v0343,v0346,v0351,v0352,v0353,v0356,v0361,v0362,v0363,v0366,v0371,v0372,v0373,v0376,v0381,v0382,v0383,v0386,v0391,v0392,v0393,v0396,v0401,v0402,v0403,v0406,v0411,v0412,v0413,v0416,v0421,v0422,v0423,v0426,personid,male,birthyear,ageatsurvey,birthplaceurban,birthplaceprov,yr_married,edu,noedu,primary,hs,degree,edcat,totmoves,begprov,begplaceurban,jobbefore1,jobafter1,mt1cat,yrmove1,agewhenmoved1,upmove1,downmove1,neutralmove1,prov1,prov2,prov3,prov4,prov5,prov6,prov7,prov8,prov9,prov10,startjob1,startjob2,startjob3,startjob4,startjob5,mvetype1,mvetype2,mvetype3,mvetype4
Northern,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,716,Urban,1987,Gauteng,715,Urban,1996,1773,1,1964,35,0,5,1995,10,0,0,1,0,2,2,8,1,3,3,3,1987,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Gauteng,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,724,Urban,1989,Gauteng,724,Urban,1995,1775,0,1957,42,1,8,1989,7,0,1,0,0,1,2,8,1,4,4,1,1989,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Eastern ,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,103,Urban,1993,Gauteng,724,Urban,1999,1779,1,1969,30,0,4,9999,11,0,0,1,0,2,2,2,1,4,4,3,1993,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Gauteng,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,704,Urban,1992,Gauteng,724,Urban,1998,1782,0,1980,19,1,8,9999,11,0,0,1,0,2,2,8,1,4,4,1,1992,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
North We,605,Gauteng,724,Urban,1980,Gauteng,724,Urban,1985,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,724,Urban,1989,Gauteng,704,Urban,1999,1783,0,1959,40,0,7,1983,7,0,1,0,0,1,4,8,1,4,4,2,1980,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Gauteng,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,704,Urban,1994,1785,0,1961,38,1,8,9999,0,1,0,0,0,0,1,8,1,4,4,1,1994,33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Gauteng,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,704,Urban,1989,1786,0,1956,43,1,8,9999,7,0,1,0,0,1,1,8,1,4,4,1,1989,33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Northern,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,704,Urban,1990,1787,0,1955,44,0,6,1988,10,0,0,1,0,2,1,8,1,4,4,3,1990,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Gauteng,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,704,Urban,1990,1789,1,1948,51,1,8,9999,3,0,1,0,0,1,1,8,1,4,4,1,1990,42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Gauteng,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,704,Urban,1990,1790,1,1954,45,1,8,1981,4,0,1,0,0,1,1,8,1,2,2,1,1990,36,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Gauteng,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,704,Urban,1990,1791,1,1959,40,1,8,9999,7,0,1,0,0,1,1,8,1,4,4,1,1990,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Gauteng,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,704,Urban,1991,1792,0,1953,46,1,8,9999,8,0,0,1,0,2,1,8,1,4,4,1,1991,38,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Gauteng,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,704,Urban,1991,1793,0,1977,22,1,8,9999,6,0,1,0,0,1,1,8,1,4,4,1,1991,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Eastern ,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,724,Urban,1972,Gauteng,724,Urban,1985,1795,0,1933,66,0,2,1979,8,0,0,1,0,2,2,8,1,4,4,1,1972,39,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,724,Urban,1970,1796,0,1947,52,1,3,9999,0,1,0,0,0,0,1,8,1,4,4,1,1970,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,724,Urban,1990,1797,1,1969,30,0,3,1987,10,0,0,1,0,2,1,8,1,4,4,3,1990,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
North We,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,724,Urban,1995,1799,0,1969,30,1,7,1989,12,0,0,1,0,2,1,8,1,2,2,3,1995,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Northern,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,724,Urban,1995,1801,1,1950,49,0,6,1976,3,0,1,0,0,1,1,8,1,2,4,3,1995,45,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Eastern ,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,724,Urban,1995,1802,0,1963,36,0,3,9999,8,0,0,1,0,2,1,8,1,4,2,3,1995,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,724,Urban,1995,1803,0,1981,18,0,3,9999,6,0,1,0,0,1,1,8,1,4,4,3,1995,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Northern,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,724,Urban,1984,1809,1,1961,39,1,8,9999,12,0,0,1,0,2,1,8,1,3,3,1,1984,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Gauteng,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,724,Urban,1975,1811,0,1951,48,1,8,1975,5,0,1,0,0,1,1,8,1,4,4,1,1975,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Northern,904,Gauteng,724,Urban,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North We,616,Rural,1995,Gauteng,724,Urban,1997,1813,1,1979,20,1,8,9999,11,0,0,1,0,2,4,8,1,4,4,4,1993,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Gauteng,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,717,Urban,1994,1814,1,1962,38,1,8,1994,10,0,0,1,0,2,1,8,1,4,4,1,1994,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Gauteng,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,724,Urban,1987,Gauteng,717,Urban,1993,1815,1,1957,42,1,8,1992,10,0,0,1,0,2,2,8,1,2,2,1,1987,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Gauteng,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,717,Urban,1993,1816,0,1963,36,1,8,1991,11,0,0,1,0,2,1,8,1,4,4,1,1993,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
North We,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,724,Urban,1993,Gauteng,717,Urban,1993,1818,0,1973,26,1,8,9999,11,0,0,1,0,2,2,8,1,4,4,1,1993,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Northern,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,705,Urban,1997,Gauteng,717,Urban,1998,1819,1,1972,27,0,6,9999,0,1,0,0,0,0,2,8,1,2,2,3,1997,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
North We,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North We,605,Urban,1992,Gauteng,717,Urban,1995,1820,1,1978,21,0,7,9999,13,0,0,0,1,3,2,7,1,4,4,3,1992,14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Gauteng,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,717,Urban,1991,1821,0,1938,61,1,8,9999,3,0,1,0,0,1,1,8,1,4,4,1,1991,53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Gauteng,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,717,Urban,1993,1822,0,1962,37,1,8,9999,8,0,0,1,0,2,1,8,1,2,2,1,1993,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Mpumalan,819,Gauteng,724,Urban,1980,Gauteng,708,Rural,1990,KwaZulu-,538,Urban,1992,Gauteng,724,Urban,1994,,,,,,,,,,,,,,,,,Gauteng,708,Urban,1997,Mpumalan,819,Urban,1999,1823,1,1966,33,1,5,9999,12,0,0,1,0,2,6,8,1,4,4,2,1980,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Northern,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,819,Urban,1996,1829,1,1972,27,0,6,9999,12,0,0,1,0,2,1,5,1,2,2,3,1996,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mpumalan,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,709,Urban,1994,Mpumalan,819,Urban,1997,1830,1,1970,29,1,5,9999,12,0,0,1,0,2,2,8,1,4,4,1,1994,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Mpumalan,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,821,Urban,1982,Mpumalan,819,Urban,1984,1831,1,1948,51,1,5,1989,12,0,0,1,0,2,2,5,1,4,1,1,1982,34,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Mpumalan,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,819,Rural,1980,Mpumalan,819,Urban,1985,1833,1,1968,31,1,5,1992,3,0,1,0,0,1,2,5,0,4,4,4,1980,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mpumalan,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,819,Urban,1986,1835,1,1970,29,1,5,1986,9,0,0,1,0,2,1,5,1,4,4,3,1986,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Northern,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,819,Urban,1995,1837,1,1971,27,0,5,1995,12,0,0,1,0,2,1,5,1,4,4,3,1995,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,536,Gauteng,704,Urban,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,819,Rural,1990,Mpumalan,819,Urban,1993,1839,0,1938,61,0,4,9999,12,0,0,1,0,2,3,8,1,2,2,3,1962,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Mpumalan,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,803,Rural,1998,Mpumalan,819,Urban,1999,1840,0,1979,20,1,5,9999,7,0,1,0,0,1,2,5,0,4,4,2,1998,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Northern,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,819,Urban,1993,1841,0,1970,29,0,6,1986,9,0,0,1,0,2,1,5,1,3,3,3,1993,23,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Mpumalan,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,815,Urban,1993,Mpumalan,819,Rural,1993,1846,1,1963,36,1,5,1993,5,0,1,0,0,1,2,5,1,4,4,1,1993,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Mpumalan,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,704,Urban,1975,Mpumalan,819,Rural,1973,1851,0,1957,42,0,5,1972,0,1,0,0,0,0,2,8,1,4,4,1,1975,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Mpumalan,819,KwaZulu-,501,Urban,1982,Mpumalan,823,Rural,1986,Mpumalan,804,Urban,1988,Gauteng,701,Urban,1990,Mpumalan,819,,1995,Mpumalan,817,Urban,1996,Mpumalan,819,2,1997,Mpumalan,803,Rural,1997,Gauteng,704,Rural,1998,Mpumalan,819,Urban,1999,1853,0,1969,30,1,5,9999,12,0,0,1,0,2,9,4,1,0,0,2,1982,13,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Mpumalan,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swazilan,Outside ,Rural,1980,Mpumalan,819,Urban,1988,1854,1,1968,31,1,5,1988,7,0,1,0,0,1,2,10,0,4,4,2,1980,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Northern,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,819,Urban,1990,1860,1,1964,35,0,6,1981,0,1,0,0,0,0,1,5,1,4,3,3,1990,26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Mpumalan,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,819,Urban,1998,1862,0,1975,23,1,5,1998,12,0,0,1,0,2,1,5,1,4,4,1,1998,23,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Mpumalan,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,815,Urban,1982,Mpumalan,802,Urban,1989,1865,1,1976,22,1,5,9999,10,0,0,1,0,2,2,5,1,4,4,1,1982,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Mpumalan,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern,924,Urban,1986,Mpumalan,802,Urban,1989,1869,0,1968,31,1,5,9999,12,0,0,1,0,2,2,6,1,4,4,1,1986,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Mpumalan,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,701,Urban,1974,Mpumalan,802,Urban,1990,1877,1,1951,47,1,5,1973,7,0,1,0,0,1,2,8,1,4,4,1,1974,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Mpumalan,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swazilan,Outside ,Urban,1973,Mpumalan,802,Urban,1983,1878,0,1961,38,1,5,1983,12,0,0,1,0,2,2,10,1,4,4,1,1973,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Mpumalan,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,804,Urban,1970,Mpumalan,802,Urban,1980,1879,1,1955,44,0,5,1988,13,0,0,0,1,3,2,5,1,4,4,1,1970,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Mpumalan,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,804,Rural,1984,Mpumalan,802,Rural,1996,1880,0,1968,31,0,5,1982,8,0,0,1,0,2,2,5,0,4,4,4,1984,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mpumalan,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,815,Rural,1980,Mpumalan,802,Rural,1993,1881,1,1975,24,0,5,9999,8,0,0,1,0,2,2,5,0,4,4,4,1980,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mpumalan,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,802,Rural,1987,1882,0,1972,27,0,5,1995,5,0,1,0,0,1,1,5,0,4,4,4,1987,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mpumalan,802,Mpumalan,809,Rural,1960,Mpumalan,802,Rural,Don't kn,Mpumalan,806,Rural,Don't kn,Mpumalan,806,Rural,1977,,,,,,,,,,,,,,,,,Mpumalan,806,Rural,,Mpumalan,802,Rural,1992,1883,1,1946,53,0,5,1970,0,1,0,0,0,0,6,5,0,4,4,4,1960,14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Free Sta,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,802,Rural,1971,1884,0,1958,41,1,9,1980,3,0,1,0,0,1,1,5,0,4,4,2,1971,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Mpumalan,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,802,Rural,1999,1887,0,1975,24,1,5,9999,9,0,0,1,0,2,1,5,0,4,4,4,1999,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Gauteng,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,707,Urban,1991,Mpumalan,812,Rural,1999,1889,0,1974,25,0,8,1992,4,0,1,0,0,1,2,8,1,4,4,3,1991,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Gauteng,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1961,1893,1,1945,54,1,8,1956,0,1,0,0,0,0,1,5,0,4,4,2,1961,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Mpumalan,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1982,1894,0,1930,69,0,5,1982,0,1,0,0,0,0,1,5,0,4,4,4,1982,52,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1998,1895,0,1961,38,0,3,1997,6,0,1,0,0,1,1,5,0,3,3,4,1998,37,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gauteng,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1996,1898,0,1950,50,0,8,1985,0,1,0,0,0,0,1,5,0,4,4,4,1996,46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mpumalan,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1957,1903,0,1941,58,0,5,1959,0,1,0,0,0,0,1,5,0,4,4,4,1957,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mpumalan,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1999,1905,0,1978,21,1,5,1999,7,0,1,0,0,1,1,5,0,4,4,2,1999,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Gauteng,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1989,1915,1,1975,24,0,8,9999,0,1,0,0,0,0,1,5,0,4,4,4,1989,14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Northern,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1994,1916,1,1939,60,0,3,1958,4,0,1,0,0,1,1,5,0,3,3,4,1994,55,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mpumalan,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1999,1917,1,1977,22,0,5,9999,10,0,0,1,0,2,1,5,0,4,3,4,1999,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Northern,905,Mpumalan,817,Rural,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,817,Urban,1989,Mpumalan,812,Rural,1999,1921,1,1966,33,0,5,9999,7,0,1,0,0,1,3,5,0,4,4,4,1983,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mpumalan,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,817,Urban,1996,Mpumalan,812,Rural,1999,1923,1,1973,26,1,5,9999,12,0,0,1,0,2,2,5,1,4,4,1,1996,23,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Mpumalan,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1999,1924,1,1972,27,1,5,9999,12,0,0,1,0,2,1,5,0,3,2,2,1999,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
KwaZulu-,522,Gauteng,704,Urban,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North We,612,Urban,1995,Mpumalan,812,Rural,1999,1927,1,1972,27,1,4,1996,9,0,0,1,0,2,3,8,1,4,4,2,1994,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Eastern ,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1976,1928,1,1946,53,0,3,9999,0,1,0,0,0,0,1,5,0,4,3,4,1976,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Free Sta,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1993,1929,1,1969,30,0,9,1989,9,0,0,1,0,2,1,5,0,2,2,4,1993,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Mpumalan,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1997,1930,1,1970,29,0,5,1988,7,0,1,0,0,1,1,5,0,3,2,4,1997,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
North We,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Rural,1998,1931,1,1972,27,1,9,9999,10,0,0,1,0,2,1,5,0,2,2,2,1998,26,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Northern,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,822,Rural,1987,Mpumalan,820,Rural,1994,1941,1,1972,27,0,5,1994,7,0,1,0,0,1,2,5,0,3,3,4,1987,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Northern,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,820,Rural,1998,1944,0,1966,33,1,5,1985,0,1,0,0,0,0,1,5,0,3,3,4,1998,32,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mpumalan,803,Mpumalan,819,Rural,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,820,Urban,1993,Mpumalan,820,Rural,1998,1946,0,1969,30,0,5,1984,10,0,0,1,0,2,3,5,0,4,4,4,1990,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mpumalan,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,820,Rural,1982,Mpumalan,820,Rural,1993,1954,0,1971,28,0,5,1988,4,0,1,0,0,1,2,5,0,3,3,4,1982,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mpumalan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,820,Rural,1998,1957,0,1952,47,1,5,1990,0,1,0,0,0,0,1,5,0,3,3,4,1998,46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mpumalan,820,Mpumalan,820,Rural,1981,Mpumalan,820,Rural,1982,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,813,Rural,,Mpumalan,820,Rural,1997,1958,0,1968,31,0,5,1988,4,0,1,0,0,1,4,5,0,4,4,4,1981,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mpumalan,,Mpumalan,,Rural,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,,Rural,1992,Mpumalan,820,Rural,1994,1965,1,1955,44,0,5,9999,0,1,0,0,0,0,3,5,0,3,3,4,1989,34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gauteng,701,Mpumalan,817,Urban,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,815,Rural,1992,Mpumalan,827,Urban,1996,1977,0,1976,23,1,8,9999,0,1,0,0,0,0,3,5,1,2,2,2,1989,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Mpumalan,827,Mpumalan,817,Urban,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,815,Urban,1982,Mpumalan,827,Urban,1983,1978,1,1963,36,1,4,9999,10,0,0,1,0,2,3,5,1,0,0,1,1981,18,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
