v0303,v0304,v0331,v0332,v0333,v0336,v0341,v0342,v0343,v0346,v0351,v0352,v0353,v0356,v0361,v0362,v0363,v0366,v0371,v0372,v0373,v0376,v0381,v0382,v0383,v0386,v0391,v0392,v0393,v0396,v0401,v0402,v0403,v0406,v0411,v0412,v0413,v0416,v0421,v0422,v0423,v0426,personid,male,birthyear,ageatsurvey,birthplaceurban,birthplaceprov,yr_married,edu,noedu,primary,hs,degree,edcat,totmoves,begprov,begplaceurban,jobbefore1,jobafter1,mt1cat,yrmove1,agewhenmoved1,upmove1,downmove1,neutralmove1,prov1,prov2,prov3,prov4,prov5,prov6,prov7,prov8,prov9,prov10,startjob1,startjob2,startjob3,startjob4,startjob5,mvetype1,mvetype2,mvetype3,mvetype4
Free Sta,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,413,Urban,1989,510,0,1977,22,0,9,9999,12,0,0,1,0,2,1,9,1,4,4,3,1989,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Free Sta,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,408,Urban,1990,Free Sta,413,Urban,1998,512,1,1963,36,1,9,1995,9,0,0,1,0,2,2,9,1,2,2,1,1990,27,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Free Sta,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,401,Urban,1977,Free Sta,413,Urban,1978,515,0,1959,40,0,9,1975,9,0,0,1,0,2,2,9,1,4,4,3,1977,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Free Sta,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,413,Urban,1986,522,1,1962,37,0,9,9999,7,0,1,0,0,1,1,9,1,4,4,3,1986,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Free Sta,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,413,Urban,1997,524,1,1958,40,0,9,9999,0,1,0,0,0,0,1,9,1,3,3,3,1997,39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Northern,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,444,Urban,1980,Free Sta,407,Urban,1992,526,0,1968,31,1,9,1988,4,0,1,0,0,1,2,9,1,3,3,1,1980,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Free Sta,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,407,Urban,1992,532,1,1936,63,0,9,1960,2,0,1,0,0,1,1,9,1,4,4,3,1992,56,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Free Sta,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,452,Urban,1984,Free Sta,407,Urban,1985,535,0,1947,52,0,9,1972,4,0,1,0,0,1,2,9,1,3,3,3,1984,37,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Gauteng,706,Free Sta,406,Urban,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,408,Urban,1993,Free Sta,407,Urban,1994,537,1,1959,40,1,9,1994,4,0,1,0,0,1,3,9,1,4,4,2,1992,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Free Sta,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,407,Urban,1990,546,1,1969,30,1,9,1998,7,0,1,0,0,1,1,9,1,4,3,3,1990,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Free Sta,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern,323,Urban,1992,Free Sta,407,Urban,1992,548,1,1972,27,1,9,1997,8,0,0,1,0,2,2,1,1,4,4,1,1992,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Free Sta,415,Free Sta,445,Urban,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern,323,Urban,1987,Free Sta,407,Urban,1990,551,1,1958,41,1,9,9999,8,0,0,1,0,2,4,9,1,4,4,2,1987,29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Free Sta,443,Free Sta,407,Urban,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,444,Urban,1993,Free Sta,407,Urban,1993,554,0,1950,49,0,9,1974,4,0,1,0,0,1,3,9,1,4,4,4,1992,42,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Eastern ,211,Eastern ,219,Urban,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,452,Urban,1999,Free Sta,407,Urban,2000,555,0,1936,64,1,3,9999,0,1,0,0,0,0,3,3,1,3,3,1,1956,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Gauteng,713,Free Sta,449,Urban,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,713,Urban,1991,Free Sta,407,Urban,1999,559,0,1969,30,1,8,1988,10,0,0,1,0,2,3,9,1,3,3,2,1991,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,407,Urban,1963,561,1,1937,62,0,3,1972,8,0,0,1,0,2,1,9,1,2,2,3,1963,26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Free Sta,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,412,Urban,1996,Free Sta,407,Urban,1997,563,0,1980,19,1,9,9999,11,0,0,1,0,2,2,9,1,4,4,1,1996,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Eastern ,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,407,Urban,1984,565,0,1958,41,1,3,9999,9,0,0,1,0,2,1,9,1,4,2,1,1984,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Free Sta,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,451,Urban,1988,Free Sta,407,Urban,1990,567,0,1968,31,1,9,1991,13,0,0,0,1,3,2,9,1,4,4,1,1988,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Free Sta,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,812,Urban,1999,Free Sta,443,Urban,1999,570,0,1974,25,1,9,9999,10,0,0,1,0,2,2,5,1,4,4,1,1999,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Free Sta,443,Free Sta,407,Urban,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,501,Urban,1998,Free Sta,443,Urban,1999,573,1,1977,22,1,9,9999,11,0,0,1,0,2,3,9,1,4,4,2,1997,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Gauteng,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,443,Rural,1983,Free Sta,443,Urban,1993,575,0,1966,33,1,8,1983,7,0,1,0,0,1,2,9,0,4,4,2,1983,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Free Sta,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,407,Urban,1978,Free Sta,443,Urban,1986,579,0,1961,38,0,9,1979,4,0,1,0,0,1,2,9,1,4,4,3,1978,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Free Sta,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,408,Urban,1986,Free Sta,443,Urban,1987,584,1,1961,38,1,9,9999,11,0,0,1,0,2,2,9,1,4,4,1,1986,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Free Sta,443,Free Sta,407,Urban,1996,Free Sta,408,Urban,1996,Free Sta,406,Urban,1997,Free Sta,445,Urban,1998,Gauteng,701,Urban,1998,KwaZulu-,507,Urban,1998,Western ,120,1,1998,,,,,Elsewher,Outside ,Urban,1999,Free Sta,443,Urban,1999,586,1,1966,33,1,9,9999,10,0,0,1,0,2,9,9,1,2,2,2,1996,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Free Sta,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,443,Urban,1979,598,1,1949,50,1,3,1975,11,0,0,1,0,2,1,9,1,2,2,1,1979,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Free Sta,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,429,Urban,1985,Free Sta,443,Urban,1970,599,1,1935,64,1,9,1968,5,0,1,0,0,1,2,9,1,2,2,1,1985,50,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Free Sta,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,443,Urban,1992,602,0,1976,23,0,9,9999,9,0,0,1,0,2,1,9,1,4,4,3,1992,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Free Sta,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,443,Urban,1988,604,1,1970,29,0,9,9999,12,0,0,1,0,2,1,9,1,4,4,3,1988,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Free Sta,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,443,Urban,1974,610,0,1945,54,0,9,1970,4,0,1,0,0,1,1,9,1,3,3,3,1974,29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Free Sta,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,704,Urban,1967,Free Sta,443,Urban,1994,611,1,1952,47,1,9,9999,8,0,0,1,0,2,2,8,1,3,2,1,1967,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
KwaZulu-,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,521,Rural,1990,612,1,1966,34,0,4,9999,10,0,0,1,0,2,1,4,0,3,2,4,1990,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
KwaZulu-,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,521,Rural,1995,615,1,1970,30,0,4,9999,12,0,0,1,0,2,1,4,0,4,2,4,1995,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
KwaZulu-,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,521,Rural,1990,617,1,1969,30,1,4,9999,5,0,1,0,0,1,1,4,0,3,2,2,1990,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
KwaZulu-,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,521,Rural,1988,620,1,1966,34,0,4,9999,7,0,1,0,0,1,1,4,0,3,2,4,1988,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
KwaZulu-,521,KwaZulu-,507,Rural,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Sta,404,Rural,1998,KwaZulu-,521,Rural,1999,622,0,1967,32,1,4,9999,9,0,0,1,0,2,3,4,0,4,4,4,1994,27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1994,623,1,1969,30,0,3,1995,1,0,1,0,0,1,1,4,0,4,2,4,1994,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
KwaZulu-,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1990,624,1,1963,36,0,4,1991,8,0,0,1,0,2,1,4,0,4,2,4,1990,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1995,625,1,1973,26,0,3,9999,2,0,1,0,0,1,1,4,0,4,2,4,1995,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1996,626,1,1975,24,0,3,9999,5,0,1,0,0,1,1,4,0,3,2,4,1996,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1997,627,1,1972,27,0,3,9999,8,0,0,1,0,2,1,4,0,4,2,4,1997,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1993,628,1,1969,30,0,3,1997,7,0,1,0,0,1,1,4,0,4,2,4,1993,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1996,629,1,1975,24,0,3,9999,7,0,1,0,0,1,1,4,0,4,2,4,1996,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1997,630,1,1974,25,0,3,9999,9,0,0,1,0,2,1,4,0,3,2,4,1997,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,542,Urban,1988,KwaZulu-,505,Rural,1990,631,1,1970,29,0,3,9999,7,0,1,0,0,1,2,4,1,2,2,3,1988,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1994,632,1,1972,27,0,3,9999,7,0,1,0,0,1,1,4,0,4,2,4,1994,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1990,633,1,1969,30,0,3,9999,6,0,1,0,0,1,1,4,0,3,2,4,1990,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1996,634,1,1973,26,0,3,1997,3,0,1,0,0,1,1,4,0,4,2,4,1996,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1996,635,0,1976,23,0,3,1991,4,0,1,0,0,1,1,4,0,4,4,4,1996,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1987,636,1,1968,31,0,3,1992,7,0,1,0,0,1,1,4,0,4,2,4,1987,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1997,637,1,1972,27,0,3,1999,4,0,1,0,0,1,1,4,0,4,2,4,1997,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1996,638,1,1974,25,0,3,1997,7,0,1,0,0,1,1,4,0,4,2,4,1996,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1995,639,0,1970,29,0,3,1989,7,0,1,0,0,1,1,4,0,4,4,4,1995,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1990,641,1,1972,27,0,3,9999,6,0,1,0,0,1,1,4,0,4,2,4,1990,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1995,642,1,1972,27,0,3,1996,7,0,1,0,0,1,1,4,0,4,2,4,1995,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1988,643,1,1965,34,0,3,1989,10,0,0,1,0,2,1,4,0,3,2,4,1988,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,507,Urban,1995,KwaZulu-,505,Rural,1998,644,1,1966,33,0,3,1990,4,0,1,0,0,1,2,4,1,4,2,3,1995,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1984,648,0,1972,27,0,4,9999,6,0,1,0,0,1,1,4,0,4,4,4,1984,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Gauteng,722,Gauteng,722,Urban,1990,Gauteng,715,Urban,1993,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,709,Urban,1995,KwaZulu-,505,Rural,1997,656,1,1980,19,1,2,9999,10,0,0,1,0,2,4,8,1,4,4,2,1990,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Eastern ,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1994,657,1,1977,22,0,3,9999,4,0,1,0,0,1,1,4,0,4,2,4,1994,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
KwaZulu-,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1989,658,1,1971,28,0,4,1993,2,0,1,0,0,1,1,4,0,3,2,4,1989,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1988,659,1,1972,27,0,3,1997,5,0,1,0,0,1,1,4,0,4,2,4,1988,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1988,660,1,1966,33,0,3,1998,7,0,1,0,0,1,1,4,0,4,2,4,1988,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1989,661,1,1958,41,0,3,1983,3,0,1,0,0,1,1,4,0,3,2,4,1989,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1983,662,1,1962,37,0,3,1992,8,0,0,1,0,2,1,4,0,4,2,4,1983,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,719,Urban,1981,KwaZulu-,505,Rural,1985,663,1,1964,35,0,3,1992,7,0,1,0,0,1,2,8,1,4,2,3,1981,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1992,665,1,1966,33,0,4,1991,6,0,1,0,0,1,1,4,0,4,2,4,1992,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
KwaZulu-,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,542,Urban,1992,KwaZulu-,505,Rural,1993,666,1,1972,27,0,4,1995,6,0,1,0,0,1,2,4,1,4,2,3,1992,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Rural,1994,672,1,1976,23,1,4,9999,4,0,1,0,0,1,1,4,0,4,4,4,1994,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
KwaZulu-,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Urban,1977,680,1,1956,43,1,4,1980,14,0,0,0,1,3,1,4,1,1,1,1,1977,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
KwaZulu-,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Urban,1997,689,1,1962,37,1,4,1989,13,0,0,0,1,3,1,4,1,1,1,1,1997,35,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
KwaZulu-,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,505,Urban,1997,695,0,1974,25,0,4,1997,13,0,0,0,1,3,1,4,1,2,2,3,1997,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,504,Urban,1990,698,1,1975,24,1,4,9999,12,0,0,1,0,2,1,4,1,4,4,3,1990,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,504,Urban,1983,699,0,1956,43,0,4,1972,7,0,1,0,0,1,1,4,1,4,2,3,1983,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Gauteng,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,504,Urban,1989,700,1,1963,36,1,8,1986,13,0,0,0,1,3,1,4,1,1,1,1,1989,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
KwaZulu-,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1990,KwaZulu-,504,Urban,1995,701,0,1965,34,0,4,1995,8,0,0,1,0,2,2,4,1,4,4,3,1990,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,504,Urban,1990,702,0,1923,76,1,4,9999,0,1,0,0,0,0,1,4,1,4,2,1,1990,67,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
KwaZulu-,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,504,Urban,1990,704,1,1972,27,0,4,9999,13,0,0,0,1,3,1,4,1,3,1,3,1990,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
KwaZulu-,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,501,Urban,1980,KwaZulu-,504,Urban,1985,705,1,1963,36,1,4,9999,12,0,0,1,0,2,2,4,1,2,2,1,1980,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
KwaZulu-,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,504,Urban,1990,706,1,1950,49,0,4,1989,13,0,0,0,1,3,1,4,1,1,1,3,1990,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
KwaZulu-,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,501,Urban,1986,KwaZulu-,504,Urban,1996,707,1,1967,32,0,4,9999,7,0,1,0,0,1,2,4,1,4,4,3,1986,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,504,Urban,1990,708,1,1966,33,1,4,9999,13,0,0,0,1,3,1,4,1,2,2,1,1990,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
KwaZulu-,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,504,Urban,1992,709,0,1962,37,0,4,9999,12,0,0,1,0,2,1,4,1,2,2,3,1992,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,504,Urban,1994,710,0,1951,48,0,4,9999,8,0,0,1,0,2,1,4,1,2,2,3,1994,43,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,504,Urban,1990,711,1,1974,25,1,4,9999,14,0,0,0,1,3,1,4,1,4,1,1,1990,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
KwaZulu-,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,504,Urban,1996,712,1,1967,32,0,4,1995,13,0,0,0,1,3,1,4,1,1,1,3,1996,29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Eastern ,262,KwaZulu-,504,Urban,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,504,Urban,1992,KwaZulu-,504,Urban,1996,713,0,1965,34,0,3,1984,9,0,0,1,0,2,3,4,1,4,2,4,1988,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
